SUBJECT,SP,Start,End,Length
Y,23,5895.8366670000005,5900.495,4.658333
Y,24,5915.833333,5920.491667,4.658334
Y,25,5935.838333,5940.496667,4.658334
Y,26,5955.838611,5960.4969439999995,4.658333
Y,27,5975.838889,5980.497222,4.658333
Y,28,5995.841389,6000.499722,4.658333
Y,29,6015.841111,6020.499444,4.658333
Y,30,6035.8380560000005,6040.496389,4.658333
Y,31,6055.838611,6060.4969439999995,4.658333
Y,32,6075.836944,6080.495278,4.658334
Y,33,6095.833611,6100.491943999999,4.658333
Y,34,6117.35,6127.341667000001,9.991667
Y,35,6141.351667,6151.343333,9.991666
Y,36,6165.353889,6175.345556,9.991667
Y,37,6189.356667,6199.348333,9.991666
Y,38,6213.3577780000005,6223.341111,9.983333
