SUBJECT,SESSION,HDIGMeanInverseRT,HDIGTheta0,HDIGTheta1,status
K,101,3.3214862986216347,306.9765969106273,6314.439710649885,0
K,102,3.0229961002459684,334.18350983173696,9087.047450324872,0
K,103,2.7899701515463193,360.22776662696475,10068.743127530062,0
K,104,2.6687686081908097,387.8112982921529,6558.348683259183,0
K,105,2.35715540120132,478.86889788414203,2989.6458949089233,0
K,106,3.087437290014044,331.02829192522637,6587.514639999645,0
K,107,2.910892864612296,351.8108394368823,6151.795826688424,0
K,108,2.745710465067185,374.75582063396047,5979.553739727698,0
K,109,3.2695432557897512,308.64087327288587,8246.932116927943,0
K,110,2.8645932675887904,356.1751433730413,7033.433806209991,0
K,111,3.153222837420695,326.49218156734685,5272.036967845472,0
K,112,2.944656463269494,354.4678498506447,5013.867976758876,0
K,113,3.024259913312421,333.27150361063,9220.269632548572,0
K,114,3.06142011021807,331.00936712650685,7798.569688226401,0
K,115,3.366496296174755,304.26292781519544,6082.163919519227,0
K,116,2.988871349838024,337.3300034604499,8583.700889936972,0
K,117,2.7261524741417325,377.63698138388287,6402.186774906818,0
K,118,2.7200558534989288,379.48293033506485,6429.6954717315775,0
K,119,2.805722699525828,356.26198373997397,13014.26058464018,0
K,120,2.635350496329212,385.35413425910235,8555.073767820735,0
K,121,3.0241040636499363,341.4811759515738,5457.464803615496,0
K,122,2.8092550634819333,357.7480532198277,10651.501585606644,0
K,123,3.0474165688414865,335.9106878366406,5883.352362239768,0
K,124,2.516714804872592,438.0941376510954,3371.325216669043,0
K,125,3.1226107403029664,331.14978172203627,5398.678749761143,0
K,126,3.1049485383669406,319.95974359855967,14208.732383878076,0
K,127,3.046439339296129,332.3753528777734,8430.557739147636,0
K,128,3.036708697003868,325.6097922202494,17420.538715759143,0
K,129,2.8858401394622737,348.79916023514085,9552.287731422723,0
K,130,2.6875765075468303,379.03094345320505,8270.574330651594,0
K,131,3.0039346574838763,335.0010157276994,9297.916116263175,0
K,132,3.208020520515312,315.4689770107917,8255.87849785721,0
K,133,2.6501365778273946,407.9158921632137,3640.290234818706,0
K,135,3.3076051648641642,302.20313861994055,9780.630913033498,0
K,136,3.0113779897365704,333.1173579626311,9462.531305180457,0
K,137,2.811849660170075,369.41107026416284,5699.7923414872985,0
K,138,2.863246223411221,354.2282566787716,8985.616596084088,0
K,139,2.847129382173205,361.5886018559399,6112.836610127023,0
K,140,3.195973748215858,312.3957273853256,12481.03205014669,0
K,141,3.1068323248122667,323.31596488144805,10310.655978451245,0
K,142,2.984559551119826,339.3679327253274,8391.961639876332,0
K,143,3.2285259563773665,313.08733355006626,7468.357407301459,0
K,144,3.064470542145144,326.82017021103445,11347.064539436673,0
K,145,3.2910686665106517,307.91258352534,7755.7148787766655,0
K,146,3.0011642263612126,339.95840264752354,7032.472265408816,0
K,147,2.813784411304065,363.6191723724231,7222.789174869815,0
K,148,3.025195749303271,335.62688318956396,7708.277332078037,0
K,149,3.220190097603601,320.4198818948607,5069.284391320628,0
K,150,3.0100566472512496,340.81079212168163,5868.04266617137,0
K,151,3.0123394603525058,336.10476362701723,7990.8072322775215,0
K,152,2.909781071985351,342.8122912010504,12341.677316240075,0
K,153,3.070130376991441,330.81559650859265,6756.147928113636,0
K,154,3.230908607046359,316.3382371782236,5922.322851854421,0
K,155,3.482705881479669,287.3342913209698,9599.275334063163,0
K,156,2.85126972453182,353.2915341309926,9539.229084201554,0
K,157,3.052146888081033,342.4441732331571,4607.081079005291,0
K,158,2.817790846826676,363.63548035659414,6587.852125654467,0
K,159,2.9864145018856605,332.3320274297852,15115.611716602576,0
I,18,4.077936977768183,248.1398474645478,5875.903831622987,0
I,19,3.9314268481272916,258.79684195688515,5205.863684203012,0
I,20,3.9441079466110756,254.1220671555829,7703.472831040736,0
I,21,3.4577142001290424,300.883950132898,4278.469563306308,0
I,22,3.768331925980918,274.81504143065746,4012.113449109311,0
I,23,3.9085443852471884,264.74231687172374,4167.135646938077,0
I,24,3.71879167973117,273.87962165973795,5426.653176835739,0
I,25,3.2209602286769816,323.183941186836,4497.361031508204,0
I,26,3.586645278968355,286.8127032268117,5426.487944809839,0
I,27,3.505833473799953,308.5276265160924,2833.5702393287547,0
I,28,3.388856739875278,346.9643935169164,1697.9288077945532,0
I,29,2.946650746859103,535.3999288961284,880.3281768070739,0
I,30,2.1530685978143795,1122.4069681754888,771.9251458421868,0
I,31,3.043814379134557,363.5433161622549,2572.0002906232617,0
I,32,3.3843026872832183,300.30129162933696,6526.175574453009,0
I,33,3.7148159837024317,268.71316120228084,9624.018117488422,0
I,34,3.174091682559439,320.31082078606704,7211.982845687127,0
I,35,3.4961980927934664,287.282856030438,9478.74658368525,0
I,36,3.503448128010393,287.079507204664,8177.926166265464,0
I,37,3.2371551973880486,317.32515752080974,5467.389628778538,0
I,38,2.985847661650311,357.7486862060678,3725.6246153205116,0
I,39,3.5218742265264162,291.69651707467784,5156.579291025308,0
I,40,3.4139682341425193,317.59348792039196,3183.2050992540144,0
I,41,2.990244819999474,345.10195350924687,5528.346081187999,0
I,42,2.8066618554911518,437.8576117562346,1700.0303122879645,0
I,43,2.7310523308206553,567.5744728735791,995.7073184276725,0
I,44,2.201831314719541,769.8158629044502,1072.8421929052245,0
I,45,2.475322614880144,658.2568190706305,981.9595354391646,0
I,46,3.512834153715065,297.09776312040054,4399.0921038835495,0
I,47,3.4528111942204682,291.060329841494,8299.027074652086,0
I,48,3.196069271051495,360.0714909218478,1908.3456615647217,0
I,49,2.8569503814055937,365.8346322716688,5056.05460950268,0
I,50,2.9998599068843164,354.4075594265183,3914.8765639881285,0
I,51,3.2206884189792206,330.3681814109385,3591.034860027492,0
I,52,3.3469980252337552,312.9529031276289,4070.0504239964716,0
I,53,2.576165379493684,541.7683033214299,1256.1821297333286,0
I,54,3.006146447713261,358.12964059489417,3383.092234859129,0
I,55,2.9204218399237165,411.3426141248305,1823.377110593185,0
I,56,3.015140861091193,363.89697843737406,2872.938416112879,0
I,57,2.8861649461408057,370.4010594222765,3812.517518994289,0
I,58,2.94958752058065,357.93037559353303,3970.089895185579,0
I,59,2.8914955279922276,400.5709701026257,2180.968538337402,0
I,60,3.192644695993548,324.0348407597958,5517.8538361145975,0
I,61,3.3917262015714726,308.82064306973786,4166.084779023652,0
I,62,3.775301285729429,270.05433786963374,5372.942793511398,0
I,63,3.3181145853178804,307.66184983634685,6279.246040241661,0
I,64,3.6847517848285904,285.3188566925445,3585.4290938646764,0
I,65,3.358412492869235,328.840658788055,2547.6645800645024,0
I,66,2.7834631857292487,421.5708900841473,2120.754278456722,0
I,67,3.0763064379952394,349.2488214836265,3397.404494268861,0
I,68,2.349786543331786,607.2973897685614,1345.6408878563286,0
I,69,2.550502571390282,455.6858241703918,2331.71205800449,0
I,70,2.342785095745916,797.6931615153063,901.0311164907974,0
I,71,2.52873714655874,438.8325119585298,3293.7484033987253,0
I,72,2.726855954497412,480.9606262959499,1410.6905192054796,0
I,73,3.187650209185519,340.88009114576874,3180.2052614022973,0
I,74,2.8778125730116604,351.65421862385114,8369.65325661577,0
I,75,2.9241481328099534,356.1609428050168,5239.423200199194,0
I,76,3.678171048884642,285.7216738277448,3386.831371519593,0
I,77,3.4799775097690735,300.99651271918316,4004.7018700927356,0
I,78,3.3271204387594997,319.56329401449227,3701.3115144658364,0
I,79,3.3316385827517,319.9265034366376,3289.65417401781,0
I,80,3.3170415349991114,330.23490872492454,2661.472512758982,0
I,81,2.8896407183855066,363.65758045093474,4765.008083603506,0
I,82,2.049481278094774,819.8073385686012,1153.3873738816997,0
I,83,2.7010430092746,430.6924248796603,2219.9072719225833,0
I,84,2.530434902051191,461.8377354056746,2333.719560245398,0
I,85,2.5869759143933613,487.6054921985539,1664.9625941117094,0
I,86,2.0465161517744397,1185.9078818059804,822.395524552928,0
I,87,3.21430579570213,360.42839325722065,1899.4495478396288,0
I,88,2.8940152359605014,374.08014524241213,3357.9333914624362,0
I,89,3.454813428673019,289.7165407663009,9470.86052187956,0
I,90,2.8597212755018093,360.0906963458446,5728.853462001609,0
I,92,3.4452989150628412,304.8705060605348,3705.8940306944287,0
I,93,3.862947479538294,287.1957960898313,2082.4415477049292,0
I,94,3.3600705517377727,309.50929722510966,4213.677130939832,0
I,95,2.733289949487737,406.50515511188604,2938.546657455128,0
I,96,2.9255252097379003,358.10654185676873,4478.789573907261,0
I,97,3.1269133688340163,339.70953065243305,3617.5815710660645,0
I,98,2.505944596336585,420.0835531734795,4805.706581891327,0
I,99,3.2431437615259666,327.4690557862473,3615.9608480024217,0
I,100,2.350868436656022,457.0037230605993,4416.13952757977,0
I,101,2.110453652384256,816.3546660252285,1108.7048955453704,0
I,102,2.1224171657786117,586.7369306959272,2059.726985904782,0
I,103,3.1342153793408136,321.65518080805896,8220.479458083953,0
I,104,2.8905685646056183,358.4654948153343,5379.478373061021,0
I,105,2.7735056994660914,384.820630574046,4206.088108733049,0
I,106,3.0750556033299734,336.13699237050344,5173.103883587152,0
I,107,2.582892381412348,524.8372224692123,1342.1105703784103,0
I,108,2.211558140760097,808.8305510314201,973.2101896424925,0
I,109,3.070054847967355,401.8591742794169,1540.5902926276829,0
I,110,3.015147510506088,361.20630995262314,3051.237799829593,0
I,111,2.282111919246326,624.2368423987317,1370.8825671971135,0
I,112,2.3844359692949806,520.7774621345144,1954.2157419461025,0
I,113,3.0714346675110455,358.87490649361285,2725.881930139017,0
I,114,2.493463058180153,481.90719320625954,2051.2227373817395,0
I,115,2.530492664995048,513.3217692260107,1596.5191540582653,0
I,116,2.3638658546737363,670.2271912341083,1136.2226518119926,0
I,117,2.7991968043080386,385.80965079677304,3277.763322381136,0
I,118,3.1705333499931854,322.8553717617423,6510.647614009764,0
I,119,3.4359237794191464,307.0397980440193,3373.180773832644,0
I,120,3.312310429840657,317.944133642529,3899.024883167646,0
I,121,2.9974650350063636,345.57279062785756,5348.582697204379,0
I,122,3.4301441642611694,307.6459605563113,3487.7773701611873,0
I,123,2.5017549052954484,470.5874085875818,2318.1088365525497,0
I,124,2.0201128627368647,927.344979271226,1015.9736564087253,0
I,125,1.9848471487514865,1341.226744928392,803.3708465188757,0
I,126,2.727298891351573,413.34989824435127,2705.4256743605592,0
I,127,1.9998750521953117,767.2159021037523,1342.7232024524635,0
I,128,2.529786699143236,430.6850350427879,3625.4313046089565,0
I,129,2.6324717525071333,488.0615530274846,1539.7184318378588,0
I,130,2.322759210693152,516.1475328532933,2298.3127959431904,0
I,131,2.95304742519788,360.542459216566,3814.1387032678003,0
I,132,3.080785117002417,331.6665846505339,6857.649246354382,0
I,133,3.0970418922103735,335.0785741992276,5002.182001438958,0
I,134,3.2474338177728757,324.19126893164497,3882.6747901296867,0
I,135,3.446145217891547,326.6964133467485,2194.9326566837917,0
I,136,3.8592291870439737,260.3002501607884,8072.549694836208,0
I,137,3.1383851168168495,363.1746658124562,2266.1876440360434,0
I,138,2.759473051242132,400.9089571760079,2820.1077484357966,0
I,139,2.49038120788758,429.74902250535786,4592.153723290577,0
I,140,2.848504132870845,368.1319089502117,4755.100359565193,0
I,141,1.8844206664080339,1377.824509870725,843.5864640658091,0
I,142,2.497245244424724,597.0891633778547,1171.8644272779634,0
I,143,2.2842520257033576,672.4363876788956,1199.9898507240619,0
I,144,2.59692561915058,457.331717990498,2101.534224854287,0
I,145,2.9449205052746352,369.7927125850401,3175.4621701251167,0
I,146,3.1245645288696493,383.2139280761544,1702.0224198300018,0
I,147,3.4264453552646117,305.51042211449897,4106.338788195892,0
I,148,3.039533611592126,342.53139714806736,4866.3471748209995,0
I,149,2.7026549865335325,393.0708066714531,4134.565479324722,0
I,150,2.7843629255643827,372.60184478015157,5909.537911189522,0
I,151,3.069246502015949,335.72825758265077,5645.248900765678,0
I,152,2.8320602858394572,386.4879833851477,3128.5189959557165,0
I,153,2.9393778877180723,365.4589367838698,3543.470501330506,0
I,154,2.467155916625728,449.3300902707678,3278.19080913923,0
I,155,2.537224872704556,453.0974201213013,2536.517073978635,0
I,156,2.1927518143886644,553.138414610992,2253.493920624154,0
I,157,2.576015712569887,480.23009085235293,1760.7849333736483,0
I,158,2.496438864949027,560.2876633668811,1275.1560130824987,0
I,159,2.566982737240273,438.82012586291637,2688.02422182115,0
I,160,3.0004291168516954,372.0472548306421,2526.8900170829834,0
I,161,2.8012187093207492,394.1478321313904,2992.0234556971704,0
I,162,2.455839073906865,445.03025271742894,3812.048661403559,0
I,163,2.7461433595669393,401.511867154073,3126.3865588553235,0
I,164,2.535301251986641,561.4271049626758,1231.850701395857,0
I,165,2.4695536788222974,526.3598239454668,1617.259310125068,0
I,166,2.341569141333245,567.2422334234533,1572.8212527053797,0
I,167,2.7332697360561764,434.66962241449073,1958.0776190297545,0
I,168,2.4933037237067053,518.9569978460044,1655.0311086681152,0
I,169,2.739252220186889,432.07774268863346,2065.045244588047,0
I,170,2.6117031550388057,426.4245148683746,2943.5953196555065,0
I,171,2.0415261771948683,1895.680217677348,653.7399141437992,0
I,172,2.4539098948313574,1736.1032172280673,539.9663591068374,0
I,173,3.0675981515046997,340.266589928563,4758.040931694836,0
I,174,3.3313026799772723,315.6337217192541,3887.9421672845515,0
I,175,3.2584006534529433,312.65917193178484,6871.2259135523245,0
I,176,3.402327656033802,309.4866883190057,3919.6618060803307,0
I,177,2.807660476902608,380.3445779015605,3979.542566327683,0
I,178,2.6506321491828913,394.8271437985708,5254.684679652905,0
I,179,2.5586424288018472,466.3732659867619,2106.0016337436173,0
I,180,2.7292520161582616,415.5516703933327,2535.296768394258,0
I,181,2.344053378512413,548.0588389280027,1642.1215347793852,0
I,182,2.6012694085291943,482.0307433539138,1742.4426275611877,0
